age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours per week,native-country,class
46.56864743094884,Self-emp-not-inc,185163.37202354975,Some-college,10.000070056417169,Married-civ-spouse,Transport-moving,Husband,White,Male,0.001999984860420227,1009.7663894559382,24.36399102882062,United-States,<=50K
26.408004581670266,Private,212484.75267706497,11th,7.370989927466795,Never-married,Machine-op-inspct,Own-child,White,Male,0.001999994874000549,-0.002,39.99953693170931,United-States,<=50K
20.914990701908998,Federal-gov,860740.6014388932,Masters,14.333344743531809,Never-married,Adm-clerical,Own-child,White,Male,0.0019999717473983764,-0.002,75.92856884290676,United-States,<=50K
31.554253119670253,Private,199642.1958337733,11th,7.26985157500874,Never-married,Craft-repair,Own-child,White,Male,0.001999814510345459,-0.002,39.99947856269862,United-States,<=50K
40.30435241701205,Private,217960.21994914662,Masters,14.206887680928824,Divorced,Prof-specialty,Not-in-family,White,Female,0.002,-0.0019999985694885256,39.999227079794665,United-States,<=50K
31.28432550010399,Private,307403.2713407892,Bachelors,13.099233085025137,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0019999992847442626,-0.002,39.999717693404214,United-States,<=50K
55.635137367660235,Federal-gov,154849.06452743424,Bachelors,3.7808660855481144,Married-civ-spouse,Adm-clerical,Husband,White,Male,10042.20553430828,-0.0019999293088912963,39.99945411442305,United-States,>50K
35.9255797279324,Private,223082.49931647442,Prof-school,14.997019883127269,Married-civ-spouse,Prof-specialty,Husband,White,Female,0.002,-0.00199999737739563,40.00033350591447,United-States,>50K
73.02754116893271,Private,431690.9469207718,HS-grad,9.0001778248574,Divorced,Transport-moving,Not-in-family,White,Male,0.001999980688095093,-0.002,22.684410011281695,United-States,<=50K
56.67386535903346,Private,203460.97389921075,Bachelors,13.099077217842623,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0019999914169311524,-0.002,39.99965590007689,United-States,<=50K
19.27734792312024,Private,104876.68338926365,Some-college,10.000062213678987,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0019999980926513673,-0.001999998688697815,39.99969160364654,United-States,<=50K
51.94334087081668,Private,128104.74994856489,HS-grad,9.000090699041948,Married-civ-spouse,Sales,Husband,White,Male,0.002,-0.002,58.5695118194643,United-States,<=50K
39.472658549568244,Private,182467.25669073506,HS-grad,9.000361745658086,Separated,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0.0019999743700027466,-0.002,39.99984936758961,Philippines,<=50K
39.35662807023145,Private,184947.08431106765,Some-college,9.999938307275208,Never-married,Adm-clerical,Not-in-family,White,Female,0.0019999998807907105,-0.002,34.3279692657479,United-States,<=50K
31.308982462890487,Private,439301.48157789465,HS-grad,9.000124130430386,Never-married,Adm-clerical,Own-child,Black,Female,0.0019999980926513673,-0.002,39.999628976062795,United-States,<=50K
50.63120309167938,Self-emp-not-inc,155369.3517348039,Bachelors,12.777062294597245,Never-married,Prof-specialty,Own-child,White,Female,0.0019999980926513673,-0.0019999995231628417,75.22148520791708,United-States,<=50K
29.52811969329776,Private,174304.40417868408,HS-grad,9.000087296279833,Never-married,Machine-op-inspct,Own-child,White,Female,0.0019999980926513673,-0.002,28.83555844197696,United-States,<=50K
31.06248968721325,Private,85635.5810014143,HS-grad,9.00001810857536,Married-civ-spouse,Craft-repair,Husband,White,Male,0.001999999761581421,-0.0019999996423721313,49.89993406274442,United-States,<=50K
50.42648640533651,Self-emp-not-inc,189404.01124556686,Assoc-voc,7.312883107280195,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0019999996423721313,-0.002,47.45404640901305,United-States,<=50K
52.931004306880496,Local-gov,82300.91473149243,Some-college,10.000026808128835,Divorced,Adm-clerical,Unmarried,White,Female,0.002000000238418579,-0.0019999998807907105,44.132981298940486,United-States,<=50K
23.82284448431545,State-gov,130719.21693616507,Assoc-voc,11.129460123756683,Never-married,Adm-clerical,Unmarried,White,Female,0.001999999761581421,-0.002,39.99963602797772,United-States,<=50K
29.63994667280985,Local-gov,206586.10208588187,Some-college,10.000087643765987,Never-married,Adm-clerical,Not-in-family,White,Male,0.0019999977350234985,-0.0019999989271163943,39.99974404712107,United-States,<=50K
23.42738247066716,Private,314456.7822995318,Some-college,10.000123891108812,Never-married,Craft-repair,Not-in-family,White,Male,0.0019999938011169434,-0.0019999995231628417,39.99964228977348,United-States,<=50K
23.98943860141077,Private,216012.29346618144,Some-college,10.000206454322816,Never-married,Prof-specialty,Own-child,White,Female,0.0019999998807907105,-0.0019999983310699464,22.481136265083926,United-States,<=50K
33.2309822083393,Private,824608.2196975162,Some-college,10.0001578762095,Never-married,Adm-clerical,Not-in-family,Black,Male,0.001999969720840454,-0.001999981164932251,39.99974443088557,United-States,<=50K
43.023128643777795,Local-gov,182472.8966130354,Bachelors,12.874737956864646,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.001999995708465576,-0.0019996933937072754,39.99929475455072,United-States,>50K
18.81248797531107,Private,136234.69793093365,Some-college,10.000146991537095,Never-married,Exec-managerial,Own-child,White,Male,0.0019999904632568358,-0.0019999996423721313,39.999665315524595,United-States,<=50K
71.91366683284765,Private,164825.75164437213,HS-grad,9.000100918161438,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.001999999761581421,-0.002,41.56409127915228,United-States,<=50K
52.1205721633961,Private,210947.5668364461,Bachelors,12.97070905068414,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0019999992847442626,-0.001999998688697815,39.99965224866654,United-States,>50K
52.78147440688652,Private,432666.0157201319,Assoc-acdm,12.101765550020849,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0019999996423721313,-0.002,43.782329188769324,United-States,<=50K
55.016867207157965,Local-gov,204983.24045420712,Masters,13.634010840532612,Divorced,Prof-specialty,Unmarried,White,Female,0.0019999996423721313,-0.002,23.80447555363197,United-States,<=50K
68.4306696957023,Private,664235.8237880757,Some-college,10.000093309962335,Never-married,Adm-clerical,Not-in-family,White,Female,0.002,-0.002,29.11582873714503,United-States,<=50K
31.799021888446465,Private,195122.35669809807,Bachelors,13.102911621349769,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0019999992847442626,-0.0019999995231628417,39.99983373361911,United-States,<=50K
42.90923456890401,Private,219794.0621620882,Masters,13.868107319773118,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0019999998807907105,1009.6067880954903,48.75896609223691,United-States,<=50K
