age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours per week,native-country,class
37.63230726004271,Private,147004.04536078495,Bachelors,12.85360489035302,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.001999937295913696,-0.001995726943016052,40.0000932176934,United-States,<=50K
22.680147980243042,private,260980.00974641752,HS-grad,8.999965226464106,Never-married,Prof-specialty,Own-child,White,Female,0.0019994680881500245,-0.001982144594192505,40.000154550060756,United-States,<=50K
19.570742240916204,Private,206044.2350368508,Some-college,10.000080896742434,Never-married,Other-service,Own-child,White,Male,0.001999926328659058,-0.0019931567907333376,16.814657905562754,United-States,<=50K
22.89643161730962,Private,83861.2992762248,HS-grad,9.000104399956895,Never-married,Adm-clerical,Own-child,Black,Male,0.0019993871450424195,-0.0019921363592147827,39.998951934099324,United-States,<=50K
22.569909979578075,Private,184259.50069657827,10th,6.054396890831369,Never-married,Transport-moving,Own-child,Black,Female,0.001999985456466675,-0.0019995527267456055,46.31741947661347,United-States,<=50K
37.93922703146871,private,222569.23192544372,Assoc-acdm,11.672658142081842,Never-married,Farming-fishing,Not-in-family,Black,Female,0.00199993634223938,-0.0019589003324508667,31.49551564253179,United-States,<=50K
24.27713913104972,Private,83007.10146827588,Some-college,9.999972420742527,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0.001999691724777222,-0.0019960769414901734,40.00021686978651,United-States,<=50K
41.678681905106195,Private,73515.3667600834,Bachelors,13.176549260243098,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0019990682601928713,1823.6992357007475,50.59605328949237,United-States,>50K
40.544862229684405,Private,19748.97503310824,HS-grad,9.000036633040887,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0019999519586563113,-0.00199992573261261,47.76562408138258,United-States,>50K
40.39180846856593,Self-emp-not-inc,213435.44248874858,Bachelors,12.829182715527002,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.001999995470046997,-0.00199631929397583,40.000077422082555,United-States,>50K
31.50285619739554,Private,94082.72923142654,11th,6.833833388941967,Married-civ-spouse,Transport-moving,Husband,White,Male,0.001999997854232788,-0.0019998819828033446,45.022263495690495,United-States,>50K
40.90861485102422,private,153409.12348933835,11th,6.894977222020782,Never-married,Prof-specialty,Unmarried,White,Female,0.001999996662139893,-0.001996644377708435,40.0000460087174,United-States,<=50K
42.93615984767839,Private,92696.54811461727,1st-4th,2.173088369823354,Never-married,Other-service,Not-in-family,White,Female,0.0019999749660491945,-0.0019984248876571656,40.00041281718028,United-States,<=50K
21.238008441787724,Private,179474.98122781978,Some-college,10.00009727265665,Never-married,Adm-clerical,Own-child,White,Female,0.0019995747804641725,-0.0019810672998428346,33.92957843672837,United-States,<=50K
33.262596256502064,State-gov,193700.8137272647,Bachelors,13.330676957414862,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0019999879598617556,-0.001999380946159363,39.999943013094494,United-States,>50K
35.731480296161564,Local-gov,78572.92047191798,HS-grad,8.999896169498694,Married-civ-spouse,Craft-repair,Husband,White,Male,0.001999995708465576,-0.0019984694719314576,48.493809148291,United-States,<=50K
19.968307767170423,Private,93762.6200311403,Some-college,10.000010398955808,Never-married,Sales,Not-in-family,White,Male,0.001999728798866272,-0.0019974732398986817,20.22447906129863,United-States,<=50K
36.34865662005397,private,415128.95657734195,Assoc-voc,11.134079792121248,Never-married,Prof-specialty,Not-in-family,White,Female,0.0019999204874038695,-0.0018931647539138794,14.576572386392991,United-States,<=50K
31.458349238886548,Local-gov,487265.55577046715,Some-college,9.999926278687806,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.00199993634223938,-0.001992021679878235,40.00020535637451,United-States,<=50K
23.672180435489665,Private,309867.8675578365,Some-college,9.999984973967798,Never-married,Prof-specialty,Not-in-family,White,Male,0.001999983549118042,-0.0019677568674087527,40.000412301331885,United-States,<=50K
26.94103218541674,Private,222033.75461126136,Masters,13.802511184714888,Divorced,Exec-managerial,Not-in-family,White,Female,0.0019499012231826783,-0.0019936941862106323,40.000151123836766,United-States,<=50K
39.539532182182974,Private,246642.18888885254,Some-college,9.999950269482822,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.001999987602233887,-0.0019975042343139647,67.23423013195665,United-States,<=50K
71.22064021500695,Private,142443.95079488668,HS-grad,8.999957760941369,Divorced,Machine-op-inspct,Other-relative,Black,Female,0.0019996931552886963,-0.001998518466949463,34.078998600929864,United-States,<=50K
31.85555246644225,Federal-gov,144667.91481974276,Some-college,9.99993215994516,Married-civ-spouse,Sales,Husband,White,Male,0.0019999935626983643,-0.001995362162590027,40.000163518056404,United-States,<=50K
27.868065875647446,Self-emp-inc,170879.76486938013,Bachelors,13.053245435613398,Never-married,Prof-specialty,Not-in-family,White,Male,0.00199999213218689,-0.001989956855773926,39.999921120666095,United-States,<=50K
